时段,城市,站点id,站点名称,全职满编率,全职分拣员满编率,全职理货员满编率,全职水产员满编率
20250916-20250917,NULL,10000378,小象超市-龙泉站-BJ0200,NULL,NULL,NULL,NULL
W38,上海,10000858,小象超市-富民路站-SH0194,1,0.9473684211,0.9090909091,1.5
W38,北京,10000303,小象超市-慈寿寺站-BJ0177,0.7333333333,0.625,0.9,0.5
W38,广州,10000903,小象超市-天河体育东站-GZ0180,1,1,1,1
W38,上海,10001263,小象超市-丰镇路站-SH0229,1.0769230769,1,1.125,1.3333333333
W38,天津,10001166,小象超市-启程站-TJ0011,0.92,0.8333333333,1.1111111111,1
W38,南京,10001095,小象超市-浦口江山站-NJ0020,1.0285714286,1.0588235294,1.1,1
202509,北京,10000777,小象超市-七星园站-BJ0263,1.03125,1.1111111111,0.7777777778,1
202509,西安,10001407,小象超市-莲湖兴地站-XA0003,NULL,NULL,NULL,NULL
202509,佛山,10001328,小象超市-南海盐步站-FS0021,1.0277777778,1.3333333333,0.7272727273,0.6
202509,深圳,10000334,小象超市-虹步站-SZ0140,0.875,0.8235294118,1.25,0.5
202509,长沙,10001217,小象超市-望新路站-CS0018,1.0869565217,1.1904761905,1.125,0.6666666667
202509,广州,10000671,小象超市-海珠磨碟沙站-GZ0141,1.0869565217,1.0909090909,1,1.3333333333
202509,广州,10000712,小象超市-黄陂站-GZ0148,1.09375,1,1.2,1
202509,佛山,10000840,小象超市-南海黄岐站-FS0009,1,0.8666666667,1.125,1.25
20250916-20250917,NULL,10000774,小象超市-沌阳大道站-WH0123,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000577,小象超市-黄龙山站-WH0101,NULL,NULL,NULL,NULL
20250916-20250917,NULL,214,小象超市-八里庄站-BJ0066,NULL,NULL,NULL,NULL
20250916,广州,314,小象超市-夏茅站-GZ0004,NULL,NULL,NULL,NULL
20250917,广州,326,小象超市-白云东平站-GZ0007,NULL,NULL,NULL,NULL
20250916,北京,10000030,小象超市-天竺站-BJ0110,NULL,NULL,NULL,NULL
20250916,广州,10000542,小象超市-水西站（流标）-GZ0117,NULL,NULL,NULL,NULL
20250917,深圳,771,小象超市-桃源站-SZ0059,NULL,NULL,NULL,NULL
W38,北京,193,小象超市-大峪站-BJ0061,NULL,NULL,NULL,NULL
W38,北京,83,小象超市-大红门站-BJ0017,NULL,NULL,NULL,NULL
20250917,深圳,10000540,小象超市-美澜站-SZ0189,0.9811320755,0.9655172414,1.0769230769,0.875
20250917,武汉,10000367,小象超市-惠济二路站-WH0077,1.1428571429,1.1428571429,1.25,0.5
20250917,苏州,10001040,小象超市-湖塘站-CZ0010,0.9318181818,0.9545454545,0.9230769231,0.8333333333
20250917,南京,10001168,小象超市-秦淮双桥站-NJ0030,1,1.0833333333,1,0.6666666667
20250917,南京,10001060,小象超市-鼓楼中央北站-NJ0008,1.2068965517,1.2142857143,1.2222222222,1.25
20250917,长沙,10001242,小象超市-观沙岭站-CS0019,1.2391304348,1.2380952381,1.25,1.3333333333
20250917,广州,10000712,小象超市-黄陂站-GZ0148,1.09375,1,1.2,1
20250917,广州,10000327,小象超市-白云大道北一站-GZ0088,1.0344827586,1,1.125,1
20250917,绍兴,10001333,小象超市-山会站-SX0005,0.4736842105,0.2222222222,0.3846153846,1
20250917,上海,10000190,小象超市-七莘路站-SH0095,1.25,1.4666666667,1,1
20250917,北京,10000199,小象超市-科技路站-BJ0145,0.9787234043,0.8928571429,1.25,1
202509,深圳,284,小象超市-长圳站-SZ0042,0.8292682927,0.6818181818,1.1,1
202509,惠州,10001042,小象超市-淡水站-HZ1001,0.8541666667,0.9545454545,0.7058823529,1
20250916-20250917,NULL,10001013,小象超市-吉祥站-SZ0267,0.925,0.8571428571,1,1
20250916-20250917,NULL,10000935,小象超市-联创站-HZ0014,0.9583333333,0.9130434783,0.8823529412,1.2
20250916-20250917,NULL,10000821,小象超市-胜古站-BJ0274,0.8888888889,0.7857142857,1,0.3333333333
20250916-20250917,NULL,10001116,小象超市-深职站-SZ0275,1.0555555556,0.9473684211,1,1
20250916-20250917,NULL,10000436,小象超市-昌岗站-GZ0101,1.1166666667,1.0714285714,1.2222222222,1.125
20250916-20250917,NULL,10001327,小象超市-大良鸿图站-FS0020,0.9625,0.95,0.8333333333,2
20250916-20250917,NULL,10001035,小象超市-天荷站-HZ0042,0.8875,1.0227272727,0.8,0.6
20250916-20250917,NULL,10000627,小象超市-安业站-SZ0210,1.4772727273,1.875,1,1
20250916-20250917,NULL,10000938,小象超市-康贤站-HZ0016,0.9756097561,1.075,0.8076923077,1
20250916,北京,10000513,小象超市-望京西站-BJ0227,0.8666666667,0.8125,0.7777777778,1
20250916,北京,250,小象超市-右安门站-BJ0072,0.9047619048,0.76,1.0909090909,1
20250916,杭州,10001050,小象超市-枫桦站-HZ0045,1.0243902439,1.0454545455,0.9230769231,1
20250916,上海,10000462,小象超市-宝铭路站-SH0121,0.8571428571,0.7272727273,1.1666666667,1
20250916,深圳,10000260,小象超市-红棉站-SZ0124,0.9428571429,0.8888888889,1,1
W38,上海,260,小象超市-上南路站-SH0044,NULL,NULL,NULL,NULL
W38,武汉,10000329,小象超市-兆瑞大道站-WH0071,NULL,NULL,NULL,NULL
W38,深圳,10000020,小象超市-园山站-SZ0068,NULL,NULL,NULL,NULL
W38,北京,144,小象超市-清河站-BJ0050,NULL,NULL,NULL,NULL
202509,北京,193,小象超市-大峪站-BJ0061,NULL,NULL,NULL,NULL
202509,深圳,225,小象超市-创新科技广场站（物资专用）-SZ0023,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001145,小象超市-快驴虚拟站04-DG0034,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000141,小象超市-福民站-SZ0106,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000766,小象超市-杨高南路站（流标）-SH0175,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001427,小象超市-雁塔长吉站-XA0005,NULL,NULL,NULL,NULL
20250916-20250917,NULL,312,小象超市-臣田站-SZ0053,NULL,NULL,NULL,NULL
202509,武汉,10001336,小象超市-光谷三路站-WH0144,0.4571428571,0.45,0.5,0.25
20250916,苏州,10000995,小象超市-钱桥站-WX0010,1,1,1,1
20250916,武汉,10000297,小象超市-工业一路站-WH0061,0.84,0.6153846154,1.1428571429,1
20250916,深圳,10000639,小象超市-南环站-SZ0215,0.8918918919,1,0.8,0.8
20250916,南京,10001163,小象超市-鼓楼中山站-NJ0028,1.025,1,1.0833333333,1.2
20250916,广州,10000244,小象超市-南浦站-GZ0075,1,1,1.125,0.8
20250916,上海,293,小象超市-环城路站-SH0050,1,1.0714285714,1,1
20250916,深圳,10000456,小象超市-华信站-SZ0162,0.9743589744,0.9523809524,1,1
20250916,绍兴,10001107,小象超市-金柯站-SX0001,1.2580645161,1.3571428571,1.1,1
20250916,长沙,10001188,小象超市-麓云路站-CS0015,1.0784313725,0.875,1.3333333333,1.1666666667
20250916,苏州,10000988,小象超市-嫩江站-SUZ057,1.4166666667,1.8,1,1.5
W38,武汉,10000505,小象超市-常青路站-WH0093,1.0833333333,0.8571428571,1.6666666667,1
W38,苏州,10000843,小象超市-九龙站-SUZ033,0.9230769231,0.8461538462,1,0.6666666667
W38,宁波,10001084,小象超市-新河站-NB0002,1.0967741935,1.3333333333,1,0.6
W38,武汉,10000308,小象超市-古田四路站-WH0065,1.3888888889,1.4,1.2,1.5
20250917,北京,81,小象超市-草房站-BJ0015,NULL,NULL,NULL,NULL
20250917,深圳,10000033,小象超市-科苑站-SZ0073,NULL,NULL,NULL,NULL
20250917,深圳,225,小象超市-创新科技广场站（物资专用）-SZ0023,NULL,NULL,NULL,NULL
20250916,北京,174,小象超市-长阳2站-BJ0058,NULL,NULL,NULL,NULL
20250917,上海,10000085,小象超市-新村路站-SH0065,NULL,NULL,NULL,NULL
20250917,深圳,10000565,小象超市-江吉站-SZ0196,NULL,NULL,NULL,NULL
20250916,广州,315,小象超市-江泰路站-GZ0005,NULL,NULL,NULL,NULL
20250917,上海,156,小象超市-莘松路站（废弃）-SH0023,NULL,NULL,NULL,NULL
20250916,北京,10000037,小象超市-八里桥站-BJ0112,NULL,NULL,NULL,NULL
20250917,北京,10000391,小象超市-育新站-BJ0205,NULL,NULL,NULL,NULL
20250917,广州,10000125,小象超市-石楼站-GZ0057,NULL,NULL,NULL,NULL
20250916,深圳,204,小象超市-南头站-SZ0015,NULL,NULL,NULL,NULL
20250916,北京,294,小象超市-沙河站-BJ0080,NULL,NULL,NULL,NULL
20250917,武汉,137,小象超市-绿地中央广场A站-WH0015,NULL,NULL,NULL,NULL
20250917,深圳,10000457,小象超市-金盛站-SZ0163,NULL,NULL,NULL,NULL
20250916,武汉,10000577,小象超市-黄龙山站-WH0101,NULL,NULL,NULL,NULL
20250916,北京,405,小象超市-田村站-BJ0094,NULL,NULL,NULL,NULL
20250917,深圳,189,小象超市-东晓站-SZ0011,1.16,1.0714285714,1.2857142857,2
20250917,北京,10000513,小象超市-望京西站-BJ0227,0.8666666667,0.8125,0.7777777778,1
20250917,北京,10000859,小象超市-大望站-BJ0287,1.25,1.4117647059,1.1428571429,0.5
20250917,广州,10000293,小象超市-花都东站-GZ0083,0.9791666667,0.96,1,1.1428571429
20250917,北京,10000176,小象超市-果园南站-BJ0142,0.9677419355,1.25,0.6363636364,0.5
W38,上海,10000535,小象超市-汇川路站-SH0132,1.1034482759,0.875,1.25,1.6666666667
W38,上海,10000675,小象超市-金运路站-SH0158,1.0357142857,0.8,1.25,1.3333333333
W38,绍兴,10001107,小象超市-金柯站-SX0001,1.2580645161,1.3571428571,1.1,1
W38,武汉,10000225,小象超市-祥丰路站-WH0050,1.2272727273,1.0909090909,1.4285714286,1
W38,杭州,10000925,小象超市-东新站-HZ0012,1.0444444444,0.7826086957,1.3846153846,1.5
W38,台州,10001415,小象超市-西江站-TZ0001,NULL,NULL,NULL,NULL
W38,北京,10000880,小象超市-康达站-BJ0292,1.1153846154,1.2,1,1
W38,嘉兴,10001408,小象超市-桐乡站-JX0011,NULL,NULL,NULL,NULL
W38,上海,10000167,小象超市-梅陇西路站-SH0085,1,1.0769230769,1,1
202509,上海,10000246,小象超市-曹安公路二站-SH0106,1.1538461538,1.2307692308,1,1.3333333333
202509,苏州,10000886,小象超市-司空站-SUZ041,1,1.0714285714,1,0.6666666667
202509,上海,10000567,小象超市-顾村公园站-SH0141,1.0952380952,0.9090909091,1,1
202509,上海,10000939,小象超市-陈桥路站-SH0213,0.88,0.7692307692,1,1
202509,杭州,10001036,小象超市-金桥站-HZ0043,1.027027027,1.1764705882,0.8461538462,1.2
20250916,广州,10000013,小象超市-杨箕站-GZ0025,NULL,NULL,NULL,NULL
20250917,广州,10000090,小象超市-车陂站（已闭站）-GZ0047,NULL,NULL,NULL,NULL
20250916,北京,310,小象超市-东土城站-BJ0087,NULL,NULL,NULL,NULL
W38,东莞,10000953,小象超市-南城新基站（流标）-DG0018,NULL,NULL,NULL,NULL
W38,深圳,10000285,小象超市-松涛站-SZ0130,NULL,NULL,NULL,NULL
202509,北京,11,小象生鲜-北京方庄店-BJ0002,NULL,NULL,NULL,NULL
202509,上海,10000106,小象超市-高荷路站-SH0068,NULL,NULL,NULL,NULL
202509,上海,70,小象超市-峨山路站（已闭站）-SH0010,NULL,NULL,NULL,NULL
202509,深圳,10000494,小象超市-惠发站-SZ0179,NULL,NULL,NULL,NULL
202509,上海,10000889,小象超市-吴美路站-SH0202,NULL,NULL,NULL,NULL
202509,北京,65,小象超市-天通苑站-BJ0008,NULL,NULL,NULL,NULL
202509,深圳,261,小象超市-梅河站-SZ0030,NULL,NULL,NULL,NULL
202509,北京,111,小象超市-木樨地站-BJ0030,NULL,NULL,NULL,NULL
20250916-20250917,NULL,156,小象超市-莘松路站（废弃）-SH0023,NULL,NULL,NULL,NULL
20250916-20250917,NULL,209,小象超市-东川路站-SH0031,NULL,NULL,NULL,NULL
20250916-20250917,NULL,239,小象超市-黄渠站-BJ0069,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000098,小象超市-内江路站-SH0066,NULL,NULL,NULL,NULL
20250916-20250917,NULL,97,小象超市-国博新城站-WH0003,NULL,NULL,NULL,NULL
20250917,深圳,10000640,小象超市-荣丰站-SZ0216,NULL,NULL,NULL,NULL
20250916,广州,306,小象超市-赤岗二站-GZ0001,NULL,NULL,NULL,NULL
20250916,广州,10000127,小象超市-中山八路站-GZ0059,NULL,NULL,NULL,NULL
20250917,北京,111,小象超市-木樨地站-BJ0030,NULL,NULL,NULL,NULL
20250916,廊坊,10000149,小象超市-燕郊北站-LF0003,NULL,NULL,NULL,NULL
20250917,东莞,10001048,小象超市-寮步东升站-DG0026,1,0.95,0.8333333333,1.6666666667
20250917,北京,10000296,小象超市-长政南街站-BJ0175,1.0740740741,0.9375,1.1428571429,1.5
20250917,北京,10000574,小象超市-高碑店站-BJ0241,0.84375,0.75,0.875,1.5
20250917,宁波,10001146,小象超市-中塘站-NB0008,1.3,1.2857142857,1.2222222222,1
20250917,深圳,299,小象超市-福民站-SZ0050,1.1,1,1.2,1.6666666667
20250917,佛山,10000923,小象超市-禅城朝安站-FS0012,1,0.8571428571,1.1666666667,1.25
20250917,深圳,10000634,小象超市-龙环站-SZ0213,1.0588235294,1.1666666667,1.125,0.8
20250917,杭州,10001085,小象超市-运溪站-HZ0046,0.9677419355,1.0666666667,0.7777777778,0.8
20250917,广州,10000477,小象超市-南洲站-GZ0106,1.064516129,1,1,1
20250917,北京,10000856,小象超市-新华西街站-BJ0285,0.8076923077,0.7142857143,1,0.5
20250917,武汉,10000225,小象超市-祥丰路站-WH0050,1.2272727273,1.0909090909,1.4285714286,1
20250917,广州,10000871,小象超市-海珠万胜围站-GZ0175,1.1428571429,1.2307692308,1,1
20250917,苏州,10000861,小象超市-方洲站-SUZ035,1,0.8260869565,1.4,1
20250917,北京,10000880,小象超市-康达站-BJ0292,1.1153846154,1.2,1,1
20250917,武汉,10000294,小象超市-书城路站-WH0060,1.5263157895,1.3,1.6666666667,2
202509,嘉兴,10001349,小象超市-海昌站-JX0010,0.1842105263,0.0555555556,0.3076923077,0.3333333333
202509,绍兴,10001107,小象超市-金柯站-SX0001,1.2580645161,1.3571428571,1.1,1
202509,上海,10000529,小象超市-新会路站-SH0130,1.064516129,0.8235294118,1.2222222222,1.3333333333
202509,苏州,10001089,小象超市-兴竹站-WX0020,1,0.9090909091,1,1
20250916-20250917,NULL,10000487,小象超市-悦兴站-SZ0173,0.8448275862,0.65625,1,1
20250916-20250917,NULL,10000532,小象超市-华富站-SZ0186,1.1346153846,1.0333333333,1.3333333333,1
20250916-20250917,NULL,10000930,小象超市-横塘站-SUZ049,1,0.9230769231,1,1.3333333333
20250916-20250917,NULL,10000808,小象超市-徐盈路站-SH0182,1,1.2142857143,0.625,1
20250916-20250917,NULL,10001304,小象超市-云府站-HZ0060,0.8421052632,0.5,1.1666666667,1.6666666667
20250916-20250917,NULL,10000529,小象超市-新会路站-SH0130,1.064516129,0.8235294118,1.2222222222,1.3333333333
W38,北京,91,小象超市-黄村站（已闭站）-BJ0022,NULL,NULL,NULL,NULL
202509,北京,91,小象超市-黄村站（已闭站）-BJ0022,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000915,小象超市-板泉路站-SH0207,1.0588235294,1.1111111111,0.8,1.5
20250916,广州,10001246,小象超市-增城荔城站-GZ0191,1.1379310345,0.9230769231,1.125,1.8
20250916,东莞,10000971,小象超市-大朗长盛站-DG0020,0.9090909091,0.9523809524,0.8571428571,1
20250916,武汉,10000322,小象超市-才林街站-WH0068,1.1176470588,1.1111111111,1.2,1
20250916,北京,10000143,小象超市-红军营站-BJ0134,0.84,0.8666666667,0.8333333333,1
20250916,杭州,10001004,小象超市-金沙站-HZ0032,1.0888888889,1.12,1.0833333333,1
20250916,北京,10000838,小象超市-大屯站-BJ0279,1.2580645161,1.1764705882,1,0.6666666667
20250916,上海,10000439,小象超市-年家浜路站-SH0118,1,0.8421052632,1.2727272727,1
20250916,南京,10001167,小象超市-六合龙池站-NJ0029,0.9677419355,0.9333333333,1.1111111111,1
20250916,深圳,10000601,小象超市-万福站-SZ0203,1.1714285714,1.1666666667,1.1111111111,1.6
W38,武汉,10000696,小象超市-腾龙大道站-WH0115,1,0.7777777778,1.4,1
W38,深圳,10001118,小象超市-大发站-SZ0276,1.2173913043,1.1111111111,1,2.25
W38,深圳,10000486,小象超市-华赛站-SZ0172,0.976744186,0.9130434783,1.0833333333,1
W38,北京,10001250,小象超市-延静里站-BJ0330,1.6,1.8947368421,1.2727272727,0.6666666667
W38,深圳,10000643,小象超市-石厦站-SZ0218,0.9090909091,0.9444444444,1,1
W38,南京,10001057,小象超市-江宁利源站-NJ0006,1.0303030303,1,1,1.25
W38,武汉,10000813,小象超市-汤逊湖站-WH0127,1.2941176471,1.4705882353,1.3,0.75
W38,广州,10000299,小象超市-金沙洲二站-GZ0084,0.9459459459,0.9444444444,1,0.8
W38,北京,10000911,小象超市-新桥站-BJ0296,1.0666666667,1.0384615385,1.1666666667,0.75
W38,上海,10000979,小象超市-天山路站-SH0218,1.0869565217,1,1.1428571429,1.5
W38,上海,10000823,小象超市-水丰路站-SH0188,0.9411764706,0.8421052632,0.8888888889,1
202509,深圳,10001176,小象超市-光辉站-SZ0282,1.1081081081,1.1052631579,1.1111111111,1.3333333333
202509,武汉,10000813,小象超市-汤逊湖站-WH0127,1.2941176471,1.4705882353,1.3,0.75
202509,佛山,10001353,小象超市-乐从三乐站-FS0023,1.075,0.95,1.1333333333,2
20250916-20250917,NULL,10000562,小象超市-浦建路站-SH0140,1.1785714286,1.3260869565,0.8333333333,1.5
20250916-20250917,NULL,10001059,小象超市-万江金龙站-DG0027,1.0714285714,1.15625,0.9090909091,1
20250916-20250917,NULL,10000143,小象超市-红军营站-BJ0134,0.84,0.8666666667,0.8333333333,1
20250916-20250917,NULL,10000343,小象超市-北沙滩站-BJ0188,0.9857142857,0.9736842105,1.1,1.3333333333
20250916-20250917,NULL,10000618,小象超市-永盛路站-SH0151,1.0526315789,1.2222222222,1,0.6666666667
20250916-20250917,NULL,10000365,小象超市-谷阳北路站-SH0115,1.1428571429,1.0909090909,1,1.3333333333
20250916-20250917,NULL,10000392,小象超市-青年路站-BJ0206,1.0185185185,0.9333333333,1.2142857143,1
20250917,武汉,10000696,小象超市-腾龙大道站-WH0115,1,0.7777777778,1.4,1
20250917,东莞,10001191,小象超市-常平板石站-DG0037,0.9487179487,0.9,1,1.2
20250917,北京,10001250,小象超市-延静里站-BJ0330,1.6,1.8947368421,1.2727272727,0.6666666667
20250917,上海,10000597,小象超市-石泉东路站-SH0146,1,0.9166666667,1,1
20250917,昆山,10000990,小象超市-晨风站-KS0908,1.12,1.25,0.875,1.3333333333
20250917,深圳,10000842,小象超市-金雅站-SZ0258,0.9534883721,0.875,1,1.2
20250917,北京,10000015,小象超市-北土城站-BJ0107,1.064516129,1.1111111111,1,0.6666666667
20250917,深圳,10000623,小象超市-建安站-SZ0208,0.9,1,0.875,1
20250917,佛山,10000860,小象超市-禅城文华站-FS0010,0.9736842105,1,0.9090909091,1
20250917,北京,10001238,小象超市-京果商厦站（流标）-BJ0329,NULL,NULL,NULL,NULL
20250916,上海,234,小象超市-协和路站-SH0038,NULL,NULL,NULL,NULL
20250917,深圳,10000017,小象超市-水径站-SZ0066,NULL,NULL,NULL,NULL
20250916,深圳,10000056,小象超市-清华站-SZ0080,NULL,NULL,NULL,NULL
20250917,深圳,231,小象超市-龙城站-SZ0025,NULL,NULL,NULL,NULL
20250916,广州,10000064,小象超市-花都广场站-GZ0036,NULL,NULL,NULL,NULL
W38,深圳,10000653,小象超市-腾龙站（流标）-SZ0223,NULL,NULL,NULL,NULL
W38,广州,10000024,小象超市-新塘站-GZ0028,NULL,NULL,NULL,NULL
W38,上海,10000131,小象超市-川沙路站-SH0075,NULL,NULL,NULL,NULL
W38,深圳,10000682,小象超市-新丹站（废弃）-SZ0232,NULL,NULL,NULL,NULL
W38,深圳,222,小象超市-民治云仓-SZ0022,NULL,NULL,NULL,NULL
W38,上海,47,小象超市-万泰路店-SH0003,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000528,小象超市-磁器口站-BJ0231,0.9137931034,1.0333333333,0.6,1
20250916-20250917,NULL,10000183,小象超市-国权北路站-SH0092,1.0357142857,0.9333333333,1.25,1.3333333333
20250916-20250917,NULL,10000613,小象超市-和义站-BJ0252,0.7804878049,0.7272727273,0.6923076923,1.3333333333
20250916-20250917,NULL,10001348,小象超市-黄江站-DG0041,1.0161290323,1,1.6111111111,0.3333333333
20250916,南京,10001056,小象超市-雨花台共青站-NJ0005,1.1153846154,1.0833333333,1.25,1
20250916,绍兴,10001244,小象超市-高湖站-SX0003,0.9642857143,0.9166666667,1,1
20250916,北京,10000320,小象超市-潘家园站-BJ0182,1.0666666667,1.0588235294,1.25,0.6666666667
